URL,Title,Address,Description,Compensation,Employment Type
https://newyork.craigslist.org/mnh/egr/d/new-york-city-job-captain-project/6781215079.html,Job Captain / Project Architect,Lower East Side,"
        
5-7 years' experience required.
Growing Architectural, Passive House consulting and design-build firm seeking exceptional candidates with a minimum of 5 to 7 years experience.
We are an award-winning design firm that is knowledgeable of technology and tradition.  We have a detail-oriented, modern aesthetic with an exceptional emphasis of building energy and sustainability.
Most projects incorporate Passive House methodology, with some achieving Net Zero certification.
We provide training in Passive House design concepts and a wide range of experience is offered.
The firm's practice is in the Lower East Side, we specialize in affordable housing, cultural facilities, multi-family residential, and adaptive re-use in the 5 boroughs and the Northeast.  
 
We seek energetic Architects with strong organizational, design, research and construction detailing skills.  The ideal candidate will have a thorough, conscientious work approach and strong communication skills.  The candidate must have the ability and willingness to work collaboratively.  Knowledge of materials and craft is required.
Responsibilities:
-       Project lead for small to medium projects from schematic design through construction
o   Design concepts and visualization
o   Zoning and Code analysis
o   Design development and detailing
o   Construction detailing and construction documents
o   Construction administration
-       Assist Project Architect in design and visualization or larger projects
o   Prepare presentation drawings (plans, sections, elevations, etc).  Knowledge of Photoshop, Illustrator and InDesign
o   Provide 3D schematic project visualization sketches for early design and design development.  Sketch-up, Rhino or equivalent.
o   Advanced 3D rendering a plus.
-       Assist Project Architect in construction documents
o   Provide construction drawings and details.  Knowledge in AutoCad and Revit.
-       Attend site meetings and direct contractors during construction.

Please submit cover letter, resume and portfolio.
    ",Salary based on experience + medical benefits + paid vacation,full-time
https://newyork.craigslist.org/mnh/egr/d/sr-project-pm-mep-engineers-mech-elec/6784968625.html,Sr. Project/PM MEP Engineers -MECH/ELEC/PL-FP,Midtown West,"
        
For over 50 years Ettinger Engineering Associates, a premier MEP/FP consulting engineering firm located in midtown Manhattan has been partnering with select developers, architects, institutions and municipal agencies to provide exceptional building design and application services. 

Currently we offer an excellent career opportunities for  Senior Level MEP Engineers with Project Management experience who will be responsible for project design with the ability to project manage including coordinating all trades for a diverse set of projects.

You will be expected to lead and provide intelligent building systems for a variety of project types in varying sizes and levels of complexity simultaneously.   Your responsibilities will also include creating plans, schematics, equipment selection, load calculations, response to shop drawings/submittals/RFIs, systems narratives and specifications etc.    

As a Project Manager, you will be expected to lead larger multi-discipline teams and resources and effectively manage project scopes, budget and scheduling/deadlines. 

General Qualifications include:
-A BS in Engineering and 5+ years of experience in building design
-EIT certificate and/or PE License preferred
-LEED GA or AP certification a plus
-PMI PMP Certification or similar preferred
-REVIT & CAD experience required
-Exceptional communication, writing and interpersonal skills
-Must be organized, energetic and accountable
-Must be able to work overtime to meet project deadlines
-Must have demonstrated familiarity with NYC and NYS building codes
-Proficiency in MSOFFICE & Google Drive tools
-Must be able to professionally represent the company to clients and agencies at meetings and through written correspondence.
-Must be able to demonstrate the ability to solve complex technical and project level problems

Compensation and Benefits:
We offer a competitive salary based on the candidate's experience and credentials
Medical, vision and dental insurance offered with substantial contributions by the firm
Disability insurance for the employee paid for by the Firm
401k plan with firm matching schedule.
PTO schedule increases with years of service
Paid holidays

EEA Culture
EEA is a mid-size firm with enough capability, experience and resource to take on the largest of development projects. At the same time, our company is organized in smaller studios which provide for numerous client and employee benefits. As an example of an outward benefit, our studio model ensures that repeat clients interact with consistent managerial and engineering staff that is familiar with client operational models, expectations, norms, etc. Inwardly, studios and the smaller project teams within them, allow our employees to form tight-knit and collegial professional relationships, allow for seamless work sharing and more.

Beyond a culture which rewards excellence, ""sets the bar high"", and strives to consistently and relentlessly exceed expectations, our internal culture is centered around five additional tenets:

Staff Appreciation - People Are Our Most Valuable Asset
Professional Development - Your Growth is Shared Growth
Flexibility
Environmental Consciousness
Diversity

Read more about us at: 

Send resume file labeled with your full name
Send minimum salary requirements

Candidates must be authorized to work in the USA

See our website at :
www.ettingerengineering.com

NO CALLS
Equal Opportunity Employer 

    ",TOP DOLLAR SALARY,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-fire-suppresion-takeoff/6781215517.html,Fire suppresion takeoff,,"
        
Plumbing & fire suppression company located in NYC is looking to Hire the right person with experience working with sprinkler takeoff programs such as Autosprink Etc. To do sprinkler fabrication takeoff.
Big potential to Grow.    ",Depends on Employment type,employee's choice
https://newyork.craigslist.org/brk/egr/d/brooklyn-project-architect-construction/6768548132.html,Project Architect - Construction Company,Brooklyn,"
        
General Construction company looking for an in house Architect that has experience in project management. Candidate must have extensive knowledge in CAD, Revitt and BIM 360. Candidate will be responsible for full coordination of all plans and trades including in house approval of shop drawings and the ability of modeling entire job after shop drawing approval.    ",Salary commensurates with Experience,full-time
https://newyork.craigslist.org/que/egr/d/junior-architect/6781806757.html,JUNIOR ARCHITECT,NEW YORK,"
        
New York Architectural firm Seeking to fill positions for Full-time Junior Architect. Work directly under licensed professional.   

We seek motivated, bright, and responsible individuals with:
• Strong communications skills
• Working towards or possess a bachelor and/or master degree in Architecture
• Detail oriented and organized
• Ability to work independently
• Willing to learn
• Skilled in Collaboration and able to take Direction from the Team

Software Requirements: 
• AutoCAD a must
• Sketchup
• Microsoft Office
• Photoshop


Please send your resume, examples of your work and cover letter with salary requirements.    ",Based on experience,full-time
https://newyork.craigslist.org/que/egr/d/astoria-draftsperson/6781874454.html,DRAFTSPERSON,ASTORIA QUEENS,"
        
Well established Exterior Restoration & Waterproofing Company seeking full time draftsperson.  Applicant would be required to design sidewalk sheds, scaffolding, CD5's and basic waterproofing shop drawings.   
Compensation based on experience and knowledge
Applicant must meet the following criteria:

-	Excellent verbal and writing skills
-	Minimum 2 years AutoCAD experience (if you do not have specific experience in scaffolding designs we are willing to train, but must have general CAD and architectural sills & understanding)
-	Fast learner 
-	Perform duties per company standards
-	Prioritize all work by due dates
-	Excellent communication and written skills

Excellent growth potential within the company. We are looking for a long term committed candidate  

**This is for a full time position, we are not interested in freelance**
    ",COMPENSATION BASED ON EXPIERENCE,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-junior-architect/6781448868.html,Junior Architect,Midtown,"
        
Growing midtown architectural firm is seeking architect with a minimum of 1 to 3 years of experience in Building Envelope Restoration.  Bachelor of Architecture degree, good communication and time management skills are a requirement.  

Responsibilities will include:
•	Developing and Preparing Construction Drawings on Auto CAD
•	Assisting in Preparing Technical Specifications and Reports
•	Assisting in Construction Administration

The ideal candidate would be:
•	Detail-oriented
•	Organized
•	Punctual
•	Able to take direction and work without supervision

Potential for advancement is available.   Must reside in the Tri-State area.    ",TBD,full-time
https://newyork.craigslist.org/lgi/egr/d/nesconset-read-blueprints-architectural/6781904113.html,Read Blueprints. Architectural structural..,Nesconset,"
        
Looking for someone to teach college student how to read blueprints.
40-50$ per hour . A few days a week.
Architectural and structural drawings.
Need to learn how to understand all aspects of drawings.    ",40-50$ per hour.  Possibly more if qualified.,part-time
https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-architect/6772858421.html,Facade / Building Envelope Architect,TriBeCa,"
        
 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking an  
architect with 2 to 5 years of restoration experience.  

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs. 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques.  

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready.  

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch).  

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company.  

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards.  

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday. 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away. 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please).  

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted.   

For additional information, visit our website at 
    ",Commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/electrical-engineer/6769566326.html,Electrical Engineer,Midtown,"
        
About Us:

We are a full service MEP Engineering Consulting Firm. Founded in the early 1900's by highly experienced professionals with the knowledge and experience of a large engineering firm that has successfully engineered both new construction and renovation projects including, tenant interiors, corporate headquarters, high-rise commercial office buildings, healthcare facilities, laboratories, academic and cultural facilities, residential and institutional buildings, restaurants and mixed-use facilities.

We are aggressively seeking an Electrical Engineer ( preferably with an E.I.T or PE )

Position Responsibilities Include:

Lead the planning and detailed design layout.
Design of electrical lighting, and fire alarm systems and power layouts for commercial buildings/ critical power system including regulators, generators, UPS and emergency power back-up systems
Assist in coordination and communication with clients, consultants, design and technical team members
Revit/BIM software design experience is a plus.
Handle a project from beginning to end - project management 
Develop project proposals and budgets
Prepare technical reports/specifications

Electrical Engineer with 5+years of experience in NYC commercial, institutional, healthcare, governmental or residential design.
Must possess interdisciplinary coordination skills, field experience 
Professional Engineering License and/or Leed Certification is a Plus.


Professional Salary Range (85,000.00 to 125,000.00) Overtime is paid for hours worked over 40 hours per week. 

Full Benefits ( Medical & Dental )

Relocation assistance.

401K - Profit Sharing Plan

Vacation/Sick Day
Bonus Potential

Job Requirements
Requirements


Bachelor's degree in Electrical Engineering

A minimum of 5+ years of experience in building design. Project experience should include buildings on which you have actively led the project from the design phase through the final construction close-out.
Revit/BIM software experience with design is a Huge Plus.

Strong communication and management skills

Excellent analytical and problem-solving skills

    ","85,000.00 to 125,000.00",full-time
https://newyork.craigslist.org/lgi/egr/d/melville-bookkeeper/6769080299.html,BOOKKEEPER,MELVILLE,"
        
General Contracting firm is looking or a full time bookkeeper. Candidates need to have a basic knowledge of accounting and quickbooks. Bachelor's degree is a plus, 2 years experience preferably in the construction industry.
To apply please send your resume and requirements.


    ",Salary,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-floor-plan-measurer-as/6769218227.html,Floor Plan Measurer: AS-BUILT Drawings $50/hr,"New York, NY","
        
We have an immediate opening for a floor plan measurer. This is a flexible position for part-time work (contractor). You will set your own schedule and we will fit appointments into your availability (M-F, 9-5 only). 

Applicant must be highly experienced in creating as-built condition drawings (floor plans) of residential and commercial properties in CAD. Applicant must have the ability to create CAD drawings on-site using own laptop and AutoCAD software. Taking measurements on paper and later transferring to CAD drawings is NOT acceptable. Applicant must use a laser tape measure on-site.

Applicant must:
- Have a good understanding of building construction
- Be highly-proficient in CAD
- Have availability during normal weekday business hours: 9-5 to survey properties (please do not apply if you are looking for after-hour or weekend appointments.)
- Have own vehicle to visit properties
- Be reliable and very detail oriented

There are no set number of measurements in a day or week as appointments vary from week to week. We prefer a candidate with lots of availability but can set up as many or as few appointments as desired. This is a great, flexible opportunity for the right candidate.

Compensation: $50 per hr plus $10 travel and $10 per diem

Please send email with your previous work experience and education. 
You must use the following subject line in your email: ""Re: Floor Plan Measurer - New York""    ",$50 per hour plus $10 travel and $10 per diem,part-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-project-manager-data-entry/6769015222.html,Project Manager/Data Entry,Brooklyn,"
        
We're seeking a self-motivated, dedicated, organized, and efficient Project Manager with experience to join our team. Duties includes but limited, Establishing and tracking timelines, project plans and budgets, Making appropriate decisions, Help coordinate and manage project from inception to completion and escalating others and Managing project handover.    ",$2500/weekly,full-time
https://newyork.craigslist.org/que/egr/d/autocad-person-wanted-for-immediate-hire/6769263038.html,Autocad person wanted for immediate hire!!!,College point,"
        
Zusto Architectural metal and glass company in Queens is seeking a full time auto cad designer and estimator for immediate start.

Must have experience in producing shop drawings for fabrication of all types of architectural projects. Some estimating, experience, ability to purchase materials off shop drawings and some office management of projects in progress.

Please only respond if you have experience in these areas!!!!!!!

This is a full time position Monday through Friday 
Serious inquiries only!!!

Salary to be determined upon experience 

Call Robert 917-417-5998
    ",Tbd,full-time
https://newyork.craigslist.org/brk/egr/d/architectural-drafting-person/6769344609.html,Architectural  drafting person,,"
        
Architecture consulting firm is seeking for an architectural draftsperson with 
experience. Draft person must have experience in AutoCAD-16 and rendering programs (REVIT e.t.c.)
Please, send your resume to email: ak123123@aol.com

    ",Compensation will be discussed at the formal interview,part-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-superintendent-heavy/6769362692.html,Superintendent - Heavy Construction,New York,"
        
Our client, a division of a $20 billion civil construction firm is looking for a construction superintendent for several major projects in the Greater New York Area.

Required Skills:
Construction Management or Engineering degree preferred (Note: Work experience can be substituted for education)
3-5 years of heavy construction experience
Knowledge of all major agencies (MTA, DEP, DOT, Port Authority)

Responsibilities:
Enforce site safety at all times
Supervision & scheduling of job activities
Scheduling of multiple shifts during the week and weekends
Extensive planning, coordination and scheduling of subcontractors
Prepare daily work-site reports
Cost Control
Resolve union disputes
Material take-off and coordination of material and delivery
Oversee daily field operations
Handle all project trucking and equipment needs

If you are considering making a change, and would like to work for financially stable, growing company, please submit your resume in confidence for immediate consideration by clicking the link below.  



No Phone Calls Please.

Thank you,

MEA Strategic Solutions    ","$120,000 per year",full-time
https://newyork.craigslist.org/que/egr/d/bayside-project-architect-manager/6769532128.html,Project Architect/Manager,Bayside,"
        
Busy award winning architectural firm located in Bayside seeking full time, experienced Project Architect/Manager to join our design team.

REQUIREMENTS:
- Must have 5 year Bachelor of Architecture degree with minimum 5 years working experience in single family residential design and mixed-use buildings.
- Knowledgeable of NYC zoning and building codes.
- Must be able to develop design concepts into a full set of construction drawings.
- Needs to be organized, reliable and have excellent communication skills, both written and verbal. Must feel comfortable/confident to be the liaison between office, clients, contractors and consultants.
- Strong AutoCad skills. 
- Must be able to manage multiple projects.

For consideration please email cover letter, resume, salary range and portfolio.
    ","TBD, based on experience",full-time
https://newyork.craigslist.org/que/egr/d/flushing-construction-project-manager/6769644305.html,Construction Project Manager/Foreman-Bilingual in Chinese,Queens,"
        
Queens based construction company is currently looking for a detail-oriented construction project manager/Foreman with minimum 5 years experiences in RC building construction. 

1.	Familiar with ground up new construction projects with a good working knowledge of all trades. 
2.	Experience in reading and understanding design drawings.
3.	Able to professionally communicate on a daily basis with architects, engineers, sub-contractors of various trades, and all in house crews involved on a project.
4.	Competent in supervising the crew.
5.	Time keeping and daily log reports
6.	Create punch list and maintain job schedule
7.	Attend progress meetings
8.	Research and create change orders
9.	Oversee safety program and administer toolbox talks
10.	Responsible for purchasing
11.	Ability to do takeoff

This is an exciting opportunity for the right candidate. Forward your resume with a listing of all managed projects and certifications, salary requirements and contact info.    ",The salary is based on level of experience.,full-time
https://newyork.craigslist.org/mnh/egr/d/astoria-stone-jr-estimator/6770003576.html,Stone Jr Estimator,,"
        
Stone fabrication and install, granite, marble tile installation, building facades, large projects, hotels, condo projects, renovations. We only estimate stone and tile work. Must have knowledge of this industry.

Responsibilities
• Conduct negotiations
• Establish tendering process
• Forecast costs at regular intervals during the project
• Prepare a directory of suppliers, contractors and subcontractors
• Prepare cost and expenditure statements
• Prepare cost estimates of materials, labor and equipment

Education
• Associate's Degree, civil or construction engineering technology
• College Diploma, civil or construction engineering technology

Qualifications
• Several years experience as a qualified trades-person

Skills
• Creative thinker
• Excellent communication skills
• Good math skills
• Knowledge of blueprint reading
• Solves problems effectively
• Well organized
• Works meticulously
• Works well in a team


Please answer the following questions:
1. How many years of Autocad experience do you have?
2. How many years of estimating experience do you have?
3. Are you authorized to work in the following country: United States?
4. Are you in Long Island City, NY?    ",Commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/astoria-stone-project-manager-senior/6770003884.html,Stone Project Manager - Senior Position,,"
        
A leading Marble & Stone installation and fabrication company is looking for a Senior Stone Project Manager to plan and supervise multiple tile/stone installation projects from A to Z.

Responsibilities:

Lead a team of qualified JR associates in the back office and experienced site personnel
Manage the shop drawing, shop ticket and SK submittal and review process
Coordinate purchasing, shipping, receiving with project vendors
Collaborate with engineers, architects, GCs to determine the stone specifications of the project
Determine needed resources (manpower, equipment and materials) from start to finish with attention to budgetary limitations
Schedule all construction operations and plan project logistics to ensure project deadlines will be met
Administer all change orders, additional project billings in collaboration with accounting
Evaluate progress, quality control and prepare detailed reports
Requirements:

Minimum 5 years experience as a stone installation project manager
In-depth understanding of construction procedures, natural stone material and project management principles
Familiarity with quality and health and safety standards
Familiarity with construction/ project management software
A team player with leadership abilities
Qualifications:

5 years minimum of relevant stone work experience
A detail-oriented approach to tasks
A natural problem-solver
BSc/BA in engineering, building science or relevant field - a plus
PMP or equivalent certification - a plus
    ",Commensurate with experience,full-time
https://newyork.craigslist.org/lgi/egr/d/hicksville-kitchen-designer-wanted/6770062399.html,Kitchen Designer Wanted!,,"
        
Experienced kitchen designer wanted for busy design and construction showroom.

Design and sales experience necessary.

Must be experienced with 20-20 design software.

Reliable, punctual and detail oriented a must. 

Location: 89 Jerusalem Ave, Hicksville, NY 11801

Please forward your resume via email to  decormypalace@gmail.com and contact Gavriel @ (516)717-7782 for consideration. 

Thank You.    ",Inquire within,full-time
