URL,Title,Address,Description,Compensation,Employment Type 
https://pueblo.craigslist.org/egr/d/pueblo-adjunct-instructors-needed/6777189848.html,Adjunct Instructors Needed,,"
        
Looking to add to my pool of adjunct instructors for Civil Engineering Technology and Construction Management to teach Civil Drafting and Surveying. Please message me if interested.    ",Will discuss if interested.,part-time
https://eastco.craigslist.org/egr/d/brighton-project-estimator-needs/6776119778.html,PROJECT ESTIMATOR NEEDS EXPERIENCE,,"
        
Looking for an experienced project estimator to do concrete and construction estimating full time. position will include great benefits and great pay, please contact me if you think you are a good fit,

Thank you.    ",Compensation depends on experience,full-time
https://rockies.craigslist.org/egr/d/cad-draftsperson/6764014676.html,CAD draftsperson,,"
        
Wanted part-time AutoCAD draftsperson to work in Aspen west-end Architect's office.    ",Hourly depending on experience,part-time
https://cosprings.craigslist.org/egr/d/colorado-springs-rf-technician/6763637608.html,RF technician,,"
        
To support our ongoing hiring demands, Retronix Semiconductor is seeking an outstanding individual for an experienced  role based within 

You'll mainly be tasked with the troubleshooting and repair of circuit boards - including:
• Install unit into a test fixture to confirm fault reported
• Support local customers at their site
• Troubleshoot problems, perform repairs, and instal repaired boards



•  Associates degree in Electronics

•  Sound understanding of RF theory, components, and uses
•  Able to troubleshoot to component level
•  Excellent soldering and de-soldering skills
•  Repairing Multi-layer board experience required
•  IPC-JSTD-001 certification is a plus
•  Able to operate and troubleshoot the RF generators and rack systems
•  Experience with ETO generators is a plus
•  Comfortable working around high RF POWER up to 5KW and High voltage up to 6.5 KV
•  Computer knowledge: Word, Excel, etc.



• Medical, Dental and Vision healthcare plans available with the best insurance providers in the country
• Life insurance fully covered by Retronix
• Paid time off
• Bi-weekly paychecks


    ",$30/hr+ depending on experience,full-time
https://fortcollins.craigslist.org/egr/d/dacono-vice-president-consultant/6763673925.html,Vice President - Consultant Professional Engineer,,"
        
Welding & Joining Management Group, Frederick, Colorado, Established in 1996, 4 employees, 4 subcontractors.  Welding Consultants, NDT Laboratory, & Metals Testing.  	www.wjmg.com

	
PURPOSE 	Vice-President, Professional Engineer, ambitious, hands-on leader in established consulting firm and future ownership.  Opportunities unlimited. Willing to learn and work diligently daily with extra hours and successful attitude.  Entrepreneur yearns to fulfill personal and family financial expectations.  Applicable engineering ABET degree, hands-on, proficient, confident and competent in ASME, AWS, API welding document preparation and welder performance certifications.  Knowledgeable about pressure vessel and tank repairs, and pipeline repairs and hot-taps (calculations a plus). Interest in forensic assessments, investigations, reports, and sworn testimony. 
	
REQUIREMENTS	Engineering degree BS (MS preferred or PhD), quality management of welding.  
	Experienced in corporate workplace, ready to abandon bureaucracy and soar.  Solid work ethic - entrepreneurial spirit, self-reliant, conservative, courageous.  Apply Christian ethics and disciplined lifestyle in all matters, honest and safe.  Responsible team member in a positive, small business environment.
	Business development attitude, Sales personality ready to always help clients.  Direct responsibility for profit to enhance personal earnings Willing to lead as officer in local AWS & ASNT sections.  Desire to work diligently & achieve ASNT Level III status in VT, MT, PT, UT and PAUT. Working proficiency in MS Word, Excel & Outlook with email and use marketing contact spreadsheets.

DUTIES:  Consultant	Interpret & apply AWS, ASME & API welding codes, standards & specifications
Interpret codes; develop NDT Work Instructions for VT, MT, PT, UT and PAUT.
	Prepare WPSs, PQRs, WPQs in MS Word for AWS D1, ASME IX, API 1104
	Prepare laboratory test reports for welding, mechanical tests and ndt in MS Word 
Use Keyence VHX 5000 3D microscope, SEM, and assessment features.  AWS-CWI & ACCP certifications Level III - VT, MT, PT, UT, PAUT.  ASME Section VIII Division 1 pressure vessel repair calculations.
	
Laboratory	Operate, maintain & calibrate ndt instruments & mechanical test equipment
	Prepare, conduct, assess and document welder performance tests.
	Perform & write reports- mechanical tests, impact, OES alloy, macrographs
	Perform & prepare NDT reports -  VT, MT, PT, UT, PAUT, CT
Metallurgical understanding of carbon steel, stainless steel and aluminum
	Directly supervise laboratory technician(s), develop and use Work Instructions
	
Compensation	Organize, develop, administer and instructor in classroom settings, AWS-CWI & NDT courses and NDT Level I and Level II practical exams.

30% of billable time (estimate $300k package). Office, computer, phone and laboratory provided. 
	
	

    ","30% of billable time (estimate$300K package) office, computer, phone and lab provided",contract
https://cosprings.craigslist.org/egr/d/colorado-springs-greenhouse-nursery-work/6774385859.html,Greenhouse/nursery work,,"
        
Several positions for a large commercial greenhouse/nursery. The hours are Monday - Saturday 7am - 5pm. Could be steady work for several weeks. Lots of bending and lifting. Planting and potting plants, moving materials, etc. If interested, please stop by tomorrow(Monday) to apply. Must have closed end shoes---no open end shoes or high heels. Long sleeves are a good idea. 

 I do need 2 valid forms of ID

 Must bring food and water. 

 I am a temp agency that pays daily. 

 Trojan Labor
 3117 N Hancock Ave
 Colorado Springs, Colorado 80907    ",$12.50 per hour,employee's choice
https://rockies.craigslist.org/egr/d/vail-engineering-positions-starting-at/6772119465.html,ENGINEERING POSITIONS STARTING AT $18.50/HR- Park Hyatt Beaver Creek,,"
        
The  is hiring for Engineering positions  depending on Skill Level and Experience! 

Our  position will provide general carpentry and painting assistance throughout the hotel including; drywall, tile work, and basic electrical and plumbing assistance. 

The ideal candidate must have 3 years painting experience, wallpaper background experience, tile and drywall knowledge and basic troubleshooting skills with electricity and plumbing. The Candidate also must pass respirator tests and have good customer service and communication skills.

The typical hours for this position will be from 7 AM to 3:30 PM, however candidate should be flexible to work afternoons or midnights based on when work can be performed.  

If you're qualified and interested in this opportunity, please click on this link, create your profile and apply online with us today!  

In addition to our Carpenter/ Painter role, we are also looking for ! This position will be responsible primarily for general maintenance and repairs in guest rooms, meeting space, and front of the house areas. Guest room and public area entry-level preventative maintenance are included. A General Maintenance Engineer will also perform some repairs on mechanical, electrical, kitchen, and laundry equipment, requiring some skills and experience in these areas, as well as good communication skills.

The ideal candidate will have a required, minimum of one year building maintenance experience, with hotel experience preferred. They will also possess good customer service skills as this position may deal with guests.
This position involves a considerable amount of walking and standing; and the ability to lift, push and carry a moderate amount of weight is required.  

If you're qualified and interested in this opportunity, please click on this link, create your profile and apply online with us today!  

At Hyatt, We offer an array of Benefits including;
SKI PASS BENEFITS
Laundered Uniforms
Free Employee Meals in our Employee Cafeteria
Discounted Employee rates with Hyatt

$1,000 Tuition Reimbursement 
 and so much more! 

If you're interested in any other position, please feel free to visit our Careers website to see an updated list of our available opportunities! 
    ",Competitive,employee's choice
https://cosprings.craigslist.org/egr/d/colorado-springs-geotechnical-engineer/6777951924.html,GEOTECHNICAL ENGINEER,,"
        
CTL|Thompson Inc. seeks a Geotechnical or Geological Engineer for its Colorado Springs, CO office.  The successful applicant will work on completing geotechnical engineering design projects, primarily involved with foundation investigations for commercial buildings.  Studies involving slope stability, earth retention, pavement design and geologic hazards are also likely. 
 
Work will be primarily geared toward projects; however, client service and business development will also be required.
 
Duties will include:
 
•	Engineering analysis including: foundations, slope stability, and earth retention
•	Writing and reviewing proposals, reports, and letters
•	Providing engineering consultation
•	Attending project meetings
•	Managing projects
•	Marketing
•	Billing
 
The ideal applicant will have a valid, Colorado professional license or the ability to obtain one within 6 months, a B.S. in engineering or engineering geology (MS preferred), and about ten to twenty years of geotechnical experience.  In addition to strong engineering skills, this individual must possess an understanding of construction methods.  The drive and ability to provide client-focused service is required.  Geotechnical design experience with expansive soils, foundations, slope stability and/or earth retention structures is desirable, especially local experience. Good writing and communication skills are essential.  Must be able to occasionally lift up to 50 lbs.
 
As leaders in the industry, CTL|Thompson employs only those with technical excellence and professionalism. Individuals exhibiting these qualities are attracted to CTL|Thompson by the potential for professional growth and advancement within the organization, and the opportunity to work alongside industry leaders. 
 
Our full-time employees enjoy competitive pay and a generous benefits package which includes medical, life and long term disability insurances.  Voluntary benefits options include dental, vision, supplemental life, short term disability, a flexible spending account and others.  Retirement benefits include a 401K and profit sharing plan.  CTL|Thompson, Inc. is an equal opportunity employer/Veterans/Disabled.
 
Any offer of employment will be contingent upon:
 
1.	Verification of your right to work in the United States, as demonstrated by your completion of the I-9 form upon hire and your submission of acceptable documentation (as noted on the I-9 form) verifying your identity and work authorization within three days of starting employment.
2.	Satisfactory completion of a drug test from a laboratory certified by Colorado and chosen (and paid for) by CTL|Thompson. The laboratory will collect and test the drug test samples, for which the required notice will be included with any employment offer and for which the required consent forms will be provided by the laboratory.
3.	A valid driver's license and acceptable driving record in accordance with the company automobile insurance policy guidelines.

INTERESTED APPLICANTS PLEASE COPY AND PASTE THE FOLLOWING LINK INTO YOUR BROWSER TO APPLY:

    ",NEGOTIABLE,full-time
https://cosprings.craigslist.org/egr/d/colorado-springs-geotechnical-engineer/6782238850.html,GEOTECHNICAL ENGINEER,,"
        
CTL|Thompson Inc. seeks a Geotechnical or Geological Engineer for its Colorado Springs, CO office.  The successful applicant will work on completing geotechnical engineering design projects, primarily involved with foundation investigations for commercial buildings.  Studies involving slope stability, earth retention, pavement design and geologic hazards are also likely. 
 
Work will be primarily geared toward projects; however, client service and business development will also be required.
 
Duties will include:
 
•	Engineering analysis including: foundations, slope stability, and earth retention
•	Writing and reviewing proposals, reports, and letters
•	Providing engineering consultation
•	Attending project meetings
•	Managing projects
•	Marketing
•	Billing
 
The ideal applicant will have a valid, Colorado professional license or the ability to obtain one within 6 months, a B.S. in engineering or engineering geology (MS preferred), and about ten to twenty years of geotechnical experience.  In addition to strong engineering skills, this individual must possess an understanding of construction methods.  The drive and ability to provide client-focused service is required.  Geotechnical design experience with expansive soils, foundations, slope stability and/or earth retention structures is desirable, especially local experience. Good writing and communication skills are essential.  Must be able to occasionally lift up to 50 lbs.
 
As leaders in the industry, CTL|Thompson employs only those with technical excellence and professionalism. Individuals exhibiting these qualities are attracted to CTL|Thompson by the potential for professional growth and advancement within the organization, and the opportunity to work alongside industry leaders. 
 
Our full-time employees enjoy competitive pay and a generous benefits package which includes medical, life and long term disability insurances.  Voluntary benefits options include dental, vision, supplemental life, short term disability, a flexible spending account and others.  Retirement benefits include a 401K and profit sharing plan.  CTL|Thompson, Inc. is an equal opportunity employer/Veterans/Disabled.
 
Any offer of employment will be contingent upon:
 
1.	Verification of your right to work in the United States, as demonstrated by your completion of the I-9 form upon hire and your submission of acceptable documentation (as noted on the I-9 form) verifying your identity and work authorization within three days of starting employment.
2.	Satisfactory completion of a drug test from a laboratory certified by Colorado and chosen (and paid for) by CTL|Thompson. The laboratory will collect and test the drug test samples, for which the required notice will be included with any employment offer and for which the required consent forms will be provided by the laboratory.
3.	A valid driver's license and acceptable driving record in accordance with the company automobile insurance policy guidelines.

INTERESTED APPLICANTS PLEASE COPY AND PASTE THE FOLLOWING LINK INTO YOUR BROWSER TO APPLY:

    ",NEGOTIABLE,full-time
https://fortcollins.craigslist.org/egr/d/fort-collins-senior-civil-project/6777868772.html,Senior Civil Project Engineer,,"
        
JVA has an opening for an outgoing, passionate and highly motivated Senior Civil Project Engineer to join our Civil Engineering team in our downtown Fort Collins office.

Responsibilities: 
-Promote the delivery of highest quality civil engineering products and services that focus on client satisfaction and new business opportunities.
-Work in a vibrant team environment
-Assist in developing company business goals and strategies.
-Build strong client relationships.

Qualifications:
-BS in Civil Engineering
- 8 plus years' experience in civil engineering and land development design for a wide variety of projects.
- - Strong leadership skills required
-Experience with private, municipal, recreational and educational projects 
-Experience in Colorado with site grading, drainage calculations, utility design, cost estimating, permitting support, and specification preparation.
- Strong written and verbal communication skills with client contact experience.
-Passion for engineering and service for our clients.
- Understanding for Civil 3D and water /flood modeling preferred.

JVA is headquartered in beautiful downtown Boulder, Colorado, with a northern office in downtown Fort Collins and mountain offices in Winter Park, Glenwood Springs and Denver.  Since 1956, we have a history of engineering excellence serving architects, owners, and builders on project s throughout the Rocky Mountain region and nationwide. 

We have assembled a team of exceptional civil engineers and designers who believe in providing quality services consistent with JVA's corporate philosophy. Our staff of 100 + provides a wide range of services on a variety of site work and water/wastewater projects with a large, experienced staff. JVA provides its clients with creative thinking, design sensitivity, cost-effective engineering, and high-quality products and service.

In Addition to our dedication to ongoing staff training, JVA has become an industry leader by investing in and becoming proficient with the latest design technology applications, including AutoCAD Civil 3D.

Send Resume to JVA, Inc. 1319 Spruce Street, Boulder, CO 80302 
 Please visit our website at www.jvajva.com

    ",Competitive benefit package.,full-time
https://fortcollins.craigslist.org/egr/d/fort-collins-structural-engineer/6767111434.html,STRUCTURAL ENGINEER,,"
        
CTL|Thompson, Inc, is seeking a full-time Structural Engineer for its Fort Collins, Colorado branch office.  The candidate will perform structural, foundation and building design work for residential and commercial market sectors.  Job duties include design and review of structural and foundation plans.  Ideal candidates will be able to work independently from start to finish on various types of projects.  Some field work and preparation of investigative reports are required.  Because of the multiple disciplines practiced within CTL|Thompson, the candidate will also work closely with Geotechnical Engineers and Lab/Field Technicians in the Fort Collins office.
 
Successful applicants will have:

•	An interest in concrete, steel, and timber design
•	Experience in construction and foundation design
•	A BS in Civil Engineering with an emphasis on structural engineering
•	Self-motivation
•	Good communication skills
•	A results-oriented attitude
•	The ability to occasionally lift up to 50 lbs

Our full-time employees enjoy competitive pay and a generous benefits package which includes medical, life and long term disability insurances.  Voluntary benefits options include dental, vision, supplemental life, short term disability, a flexible spending account and others.  Retirement benefits include a 401K and profit sharing plan.  

If you are:

•	Seeking a challenging, rewarding career with a quality focused company
•	Willing to contribute to an established and respected team of distinguished professionals
•	Looking for an opportunity to work alongside industry leaders
•	Looking for professional growth and advancement with an organization

Then you must add your name to the list of those who want to be a part of our team at CTL|Thompson, Inc.

CTL|Thompson, Inc. is an equal opportunity employer/Veterans/Disabled.

Any offer of employment will be contingent upon:

1.	Verification of your right to work in the United States, as demonstrated by your completion of the I-9 form upon hire and your submission of acceptable documentation (as noted on the I-9 form) verifying your identity and work authorization within three days of starting employment.
2.	Satisfactory completion of a drug test from a laboratory certified by Colorado and chosen (and paid for) by CTL|Thompson. The laboratory will collect and test the drug test samples, for which the required notice will be included with any employment offer and for which the required consent forms will be provided by the laboratory.
3.	A valid driver's license and acceptable driving record in accordance with the company automobile insurance policy guidelines.

INTERESTED APPLICANTS PLEASE COPY AND PASTE THE FOLLOWING LINK INTO YOUR BROWSER TO APPLY:
    ",NEGOTIABLE,full-time
https://fortcollins.craigslist.org/egr/d/fort-collins-pre-engineered-wood-truss/6771125528.html,Pre-Engineered Wood Truss Designer,,"
        
Fort Collins Truss, a locally owned and operated truss design and manufacturing company, is looking to expand our design team! We are looking for an entry level designer who is skilled in basic computer systems (Windows Explorer, Office, Etc.) and eager to learn on Industry specific truss layout and design software. You would start with quoting smaller projects (sheds, garages, pole barns, etc...) while also making sales calls, measuring buildings for production, as well as various other office tasks while learning to design and output trusses to the shop on site.  Projects would eventually include everything from sheds to large commercial developments, and you will need to be able to work well on a team and individually. Strong time management skills will be needed, and design software experience is a major plus. Please come in to fill out an application with us!    ",DOE,full-time
https://fortcollins.craigslist.org/egr/d/draftsman/6780568376.html,Draftsman,,"
        
Misc. metal shop in Frederick Colorado is seeking an experienced draftsman to develop shop drawings for miscellaneous metals/structural steel.

Candidate must have experience and possess ability to:

Develop drawing using AutoCAD-Advanced Steel
Develop drawings using Solid Works
Read and understand blue prints
Create clear and concise drawings
Be professional, energetic, self-driven to work, have ability to multi-task and communicate with others.
Have valid driver license

Please send resume and verifiable references for immediate consideration.

Company benefits include:
Holiday Pay after 90 days of service
Vacation Pay after 1 year of service
Medical/Dental available after 60 days of service
Aflac Insurance available after 60 days of service
401K eligible after 1 year of service    ",DOE,full-time
https://fortcollins.craigslist.org/egr/d/laramie-engineer-geologist/6774799273.html,Engineer/Geologist/Environmental Scientist,,"
        
Trihydro Corporation is a leading U.S. engineering and environmental firm dedicated to providing clients across many industries with effective, responsive, and safe solutions.

Position:		Engineer/Geologist/Environmental Scientist 
Position Location: 	Laramie, WY

Job description:	We currently have an opening for an Engineer/Geologist/Environmental Scientist with a BS in Environmental Engineering, Geology, or Environmental Science and 7-10 years of relevant experience.  Responsibilities will include planning and performing field work that will consist of environmental sampling, environmental remediation system operation and maintenance, hydrocarbon recovery, and construction and system operation oversight.  Office duties will include remediation system design, remedial measures evaluation, preparation of plans and specifications, technical report preparation, data management and interpretation, and project management assistance.  The position requires working outdoors at petroleum refineries and general/industrial construction sites.  Preferred applicants will have the 40-hour OSHA HAZWOPER certification.  Applicants must have a clean driving record, excellent technical writing and communication skills, and a commitment to safe operations. 	

Minimum Qualifications:
•	7-10 years of relevant experience
•	Bachelor's Degree in Geology, Environmental Science, Environmental Engineering, or Civil Engineer with Environmental emphasis
•	Exceptional written and oral communication skills with the ability to communicate effectively with clients and project team members
•	Good employment or academic history with a commitment to safe work practices
•	Initiative and motivation, with an emphasis on completing project deliverables on schedule 
•	Dependable, with the ability to work in a team environment
•	Clean driving record

Preferred Qualifications:
•	Strong technical and problem-solving skills, including attention to detail and accuracy, as well as a commitment to producing high-quality deliverables
•	Direct industry employment history in environmental compliance, within an industrial setting, or a related field   

This is a full-time position (40 hrs/week) with excellent benefits (including a 10% 401(k) match.

Apply at  with application, resume, and cover letter.  Trihydro is an Equal Opportunity, Affirmative Action employer.  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, marital status, genetic information, disability or because he or she is a protected Veteran.
    ",DOE (with excellent benefits),full-time
https://fortcollins.craigslist.org/egr/d/fort-collins-civil-design-engineer/6774706544.html,CIVIL DESIGN ENGINEER,,"
        
JVA has an opening for a Civil Design Engineer to join our Civil Engineering team in our Fort Collins office. We are seeking a highly motivated person with a passion for engineering excellence. 

As part of JVA's thriving Civil Engineering team you will work with mindful, experienced engineers who are devoted to sensible and conscientious problem solving for a wide range of projects across Colorado from rural farm towns and mountain projects to big city developments. We provide the necessary tools, support, and training to assist our employees in providing technically competent, high quality service to clients. Our professional culture values sound judgment, creative thinking, and design sensitivity. 
JVA is active with the U.S. Green Building Council, and several JVA engineers are LEED Accredited Professionals.

Responsibilities
	Civil Site Design
	Water, wastewater, and infrastructure design
	Report and specification preparation
	Involvement with permitting
	May attend design review meetings with clients
	Assist with other duties assigned by Project Engineers and Project Managers
	Flexibility and desire to work on a variety of multiple project is essential
	Construction administration

Minimum Qualifications
	0-4 years civil engineering site design experience
	E.I. License a plus 
	Experience in Colorado preferred, including site design, grading and drainage, utility design, cost estimate, report, construction document and specification preparation
	Civil 3D proficiency

About JVA
Founded in 1956, JVA, Inc. is a 100+ person firm with offices in the downtown communities of Boulder, Fort Collins, Winter Park, Glenwood Springs, and Denver, Colorado. We specialize in civil, infrastructure, environmental, water/wastewater engineering ,structural and historic preservation for public and private entities across the state. We are employee owned, offer a competitive benefits package, advocate professional growth, and have long-standing relationships with contractors, architects, builders groups, professional organizations, and community outreach programs. We also have a strong internal corporate culture with sponsored events and social activities throughout the year. 

To Apply
Send your resume and cover letter to JVA, Inc. 1319 Spruce St, Boulder, CO 80302 
 
Please visit our website at www.jvajva.com.
    ",Competitive benefit package,full-time
https://fortcollins.craigslist.org/egr/d/windsor-cad-revit-mep-technician/6772142876.html,CAD/REVIT MEP Technician,,"
        
We're looking for an AutoCAD REVIT Specialist experienced with Mechanical Design for Building Systems. 
Over the years we've come to realize that the right person is just as important as the right skills.  That's why we believe hiring the right fit has to include both the technical ability and the right personality.  Pair these with a desire to enhance your professional development and grow your career and we've got a match!
An Ideal Candidate would look like this:
•	Strong Teamwork, Communication and Organizational Skills
•	The Ability to Multi-Task , Work Independently and Take Initiative
•	A Willingness to Learn
•	The Nuts and Bolts:
o	Work with Engineers to generate drawings from redlines using company standards with minimal supervision
o	Update SD, DD & CD phases of Contract Documents for Project Management Support
o	Update 3D Revit M & P models for BIM Coordination

We would prefer you have this Education/Experience:
•	Associate's Degree in Engineering or Architectural Drafting/Computer Aided Drafting or technical school training with courses in AutoCAD and/or Revit.
•	HVAC and Plumbing Design Experience a plus.

We would like to see this Software Experience:
•	AutoDesk Revit MEP 2018 or newer
•	AutoDesk AutoCAD 2018 or newer
•	Microsoft Word, Excel and Outlook
•	AutoDesk Navisworks a plus

Compensation would look like this:
•	Commensurate with experience
•	Competitive Benefits Package

Our fast-paced small office is dedicated to making the client happy, but also having fun doing it.  Check us out and see if you might like to be the next ""Geek with Vision.""
    ",Commensurate with Experience,full-time
https://fortcollins.craigslist.org/egr/d/laramie-senior-engineer-pe-laramie-or/6764522491.html,"Senior Engineer, P.E. - Laramie or Cheyenne, WY",,"
        
Trihydro is a leading U.S. engineering and environmental firm dedicated to providing clients across many industries with effective, responsive, and safe solutions. We pride ourselves on maintaining a company culture of honesty, safety, hard work, and trust as we tackle some of the most complex environmental challenges.

Trihydro Corporation has an opening for an experienced Engineer to join our team in Laramie or Cheyenne, WY.

Applicants must have a BS in Mechanical, Civil, or similar Engineering, and a Professional Engineer (PE) License, and at least 10 years of relevant experience. Preferred applicants will have a 40-hour OSHA HAZWOPER certification. Duties will include overseeing field work that will consist of environmental sampling, remediation system operation and maintenance, hydrocarbon recovery, and construction and project management.  Applicants should be strong technical writers and should have exposure to and a strong working knowledge of CADD, excel, and O365.  Office duties will include system design, remedial measures evaluation, preparation of engineering plans and specifications, technical report preparation, data and cost management, and project management. 

Preference will be given to individuals with refinery and industrial experience working with wastewater systems.  The position requires a majority of work experience in a petroleum or chemical refinery or experience designing refinery projects. Emphasis of selection will lean toward experience in managing projects from conceptual design to installation in the field for large projects (e.g., $1 to 5 million in size).  Applicants must have a clean driving record, excellent technical writing and communication skills including MS word and Excel and a commitment to safe operations.  Applicants should be proven seller-doers and experience in the consulting industry is a plus.  The position will require some travel.

This is a full-time position with excellent benefits (10% 401(k) match, etc.), including bonus programs.

Apply at  with application, resume, and cover letter.  Trihydro is an Equal Opportunity, Affirmative Action employer.  All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, marital status, genetic information, disability or because he or she is a protected Veteran.
    ",DOE (with excellent benefits),full-time
https://fortcollins.craigslist.org/egr/d/fort-collins-structural-engineer/6772869021.html,STRUCTURAL ENGINEER,,"
        
CTL|Thompson, Inc, is seeking a full-time Structural Engineer for its Fort Collins, Colorado branch office.  The candidate will perform structural, foundation and building design work for residential and commercial market sectors.  Job duties include design and review of structural and foundation plans.  Ideal candidates will be able to work independently from start to finish on various types of projects.  Some field work and preparation of investigative reports are required.  Because of the multiple disciplines practiced within CTL|Thompson, the candidate will also work closely with Geotechnical Engineers and Lab/Field Technicians in the Fort Collins office.
 
Successful applicants will have:

•	An interest in concrete, steel, and timber design
•	Experience in construction and foundation design
•	A BS in Civil Engineering with an emphasis on structural engineering
•	Self-motivation
•	Good communication skills
•	A results-oriented attitude
•	The ability to occasionally lift up to 50 lbs

Our full-time employees enjoy competitive pay and a generous benefits package which includes medical, life and long term disability insurances.  Voluntary benefits options include dental, vision, supplemental life, short term disability, a flexible spending account and others.  Retirement benefits include a 401K and profit sharing plan.  

If you are:

•	Seeking a challenging, rewarding career with a quality focused company
•	Willing to contribute to an established and respected team of distinguished professionals
•	Looking for an opportunity to work alongside industry leaders
•	Looking for professional growth and advancement with an organization

Then you must add your name to the list of those who want to be a part of our team at CTL|Thompson, Inc.

CTL|Thompson, Inc. is an equal opportunity employer/Veterans/Disabled.

Any offer of employment will be contingent upon:

1.	Verification of your right to work in the United States, as demonstrated by your completion of the I-9 form upon hire and your submission of acceptable documentation (as noted on the I-9 form) verifying your identity and work authorization within three days of starting employment.
2.	Satisfactory completion of a drug test from a laboratory certified by Colorado and chosen (and paid for) by CTL|Thompson. The laboratory will collect and test the drug test samples, for which the required notice will be included with any employment offer and for which the required consent forms will be provided by the laboratory.
3.	A valid driver's license and acceptable driving record in accordance with the company automobile insurance policy guidelines.

INTERESTED APPLICANTS PLEASE COPY AND PASTE THE FOLLOWING LINK INTO YOUR BROWSER TO APPLY:
    ",NEGOTIABLE,full-time
https://boulder.craigslist.org/egr/d/longmont-structural-engineer/6764928646.html,Structural Engineer,,"
        
Structural Engineer 	Longmont, Colorado

Come grow with us! Froelich Engineers Inc. is a seeking structural engineer for our Longmont, Colorado office. 

Established in 1983, we are a dynamic structural and civil engineering firm with offices in Portland, Bend and Denver.  The firm prides itself on creativity, innovation, dedication to a job well done, and overall excellence.  We cultivate an open, communicative culture based on mutual support, a drive to learn and improve, and a healthy dose of camaraderie. 

Froelich Engineers has a large portfolio of projects that include structural assessment reports, seismic studies, analysis and design of a wide variety of structures. We are privileged to work with some of the top Architects in the area. Our client list is diverse and growing. This growth is a result of our excellent staff and our consistent focus on unparalleled client service. 

We offer a competitive benefits package and growth opportunities, including supporting continuing education and training.

Benefits include: 
	Paid medical, dental and vision
	Company matched 401K plan
	Paid time off
	Life and long-term disability

We are looking for engineers who:

	Have an attitude of ownership in their work, and who cultivate client satisfaction in their work

	Possess excellent verbal & written communication skills 

	Display a positive and professional attitude

	Are self-motivated, outgoing individuals who excel when working alongside other team members and clients 

	4-8 years of experience in structural design (PE license required)

	Exhibit a working knowledge in a variety of materials

	Demonstrate knowledge of industry computer analysis and design software such as RISA, RAM and Revit


Position Entails:

	Involvement in projects from design to construction phase completion

	Working closely with architects, team members and contractors

	Working as a project engineer making independent engineering decisions 


Visit our website at www.froelich-engineers.com
    ",TBD,full-time
https://fortcollins.craigslist.org/egr/d/fort-collins-structural-engineer/6777999079.html,STRUCTURAL ENGINEER,,"
        
CTL|Thompson, Inc, is seeking a full-time Structural Engineer for its Fort Collins, Colorado branch office.  The candidate will perform structural, foundation and building design work for residential and commercial market sectors.  Job duties include design and review of structural and foundation plans.  Ideal candidates will be able to work independently from start to finish on various types of projects.  Some field work and preparation of investigative reports are required.  Because of the multiple disciplines practiced within CTL|Thompson, the candidate will also work closely with Geotechnical Engineers and Lab/Field Technicians in the Fort Collins office.
 
Successful applicants will have:

•	An interest in concrete, steel, and timber design
•	Experience in construction and foundation design
•	A BS in Civil Engineering with an emphasis on structural engineering
•	Self-motivation
•	Good communication skills
•	A results-oriented attitude
•	The ability to occasionally lift up to 50 lbs

Our full-time employees enjoy competitive pay and a generous benefits package which includes medical, life and long term disability insurances.  Voluntary benefits options include dental, vision, supplemental life, short term disability, a flexible spending account and others.  Retirement benefits include a 401K and profit sharing plan.  

If you are:

•	Seeking a challenging, rewarding career with a quality focused company
•	Willing to contribute to an established and respected team of distinguished professionals
•	Looking for an opportunity to work alongside industry leaders
•	Looking for professional growth and advancement with an organization

Then you must add your name to the list of those who want to be a part of our team at CTL|Thompson, Inc.

CTL|Thompson, Inc. is an equal opportunity employer/Veterans/Disabled.

Any offer of employment will be contingent upon:

1.	Verification of your right to work in the United States, as demonstrated by your completion of the I-9 form upon hire and your submission of acceptable documentation (as noted on the I-9 form) verifying your identity and work authorization within three days of starting employment.
2.	Satisfactory completion of a drug test from a laboratory certified by Colorado and chosen (and paid for) by CTL|Thompson. The laboratory will collect and test the drug test samples, for which the required notice will be included with any employment offer and for which the required consent forms will be provided by the laboratory.
3.	A valid driver's license and acceptable driving record in accordance with the company automobile insurance policy guidelines.

INTERESTED APPLICANTS PLEASE COPY AND PASTE THE FOLLOWING LINK INTO YOUR BROWSER TO APPLY:
    ",NEGOTIABLE,full-time
